セクター,前日比
運輸・物流,1.2705530642750373
小売,0.24443237370994023
医薬品,-0.08670019074041964
エネルギー資源,-0.8302583025830259
電力・ガス,-0.9230769230769231
商社・卸売,-1.1890606277101663
金融（除く銀行）,-1.223021582733813
食品,-1.4721570300832088
素材・化学,-1.4724549378014726
不動産,-1.4862422173127134
自動車・輸送機,-1.5731030228254166
情報通信・サービス,-2.505747126436782
建設・資材,-2.546523016650343
銀行,-2.88659793814433
機械,-3.5989717223650386
電機・精密,-4.812981298129813
鉄鋼・非鉄,-14.068181818181818
